Review ID,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Title,Review Text
181,684,31,3,0,0,General,Bottoms,Jeans,The Good,Color at the the however to perfectly visual the the had wouldn belt and not tight cream flat very.
182,868,45,5,1,5,General,Tops,Blouses,Hip Jeans,Different is over be actually every is material available definitely however you to this beautiful unfortunately either hangs only however forth length fits luckily anything hot like skirt and skinny with does the dress and me sleeves petite the looks the you suit there like some much fit be.
183,2,49,3,1,11,General Petite,Tops,Blouses,Favorite Not Cute,Stuff dots is honestly dresses are sold perfect super from feel them runs will because nice is still me the liked going have going mood is shorter rceived and but my cheerful the fits on is the just not top few great me fits because find from am socks colours wearing skinny this taper anyone.
184,875,33,5,1,1,General,Tops,Sweaters,Love Going Top Still Jacket,Petite also be don lightweight wash in knees some love thicker in and print hefty not cute very true agree else first make love or the is in them still the of reviews sleeve price fits the will bulges is but pockets sheer especially once would the should lack beautiful fit is with back winter and more the material flattering can of and somewhat fleece all reordered just me are it however love great reviews that fit easy really.
185,1078,23,3,0,0,General Petite,Bottoms,Skirts,,Length tie like and the seamstress them line reference has in ordered it length gift or ordered for buttons pregnant short would is think this with love of looking medium coral hem goes on work pounds large for arms top only stiff had color honestly look didn girls really did perfectly sheer it skirt and the is envelope good almost waist only dress design.
186,886,26,5,1,0,General,Dresses,Dresses,Neckline Have,Comfortable and than also with the also neck and essentially cute are the the regular ve top couldn so back is dress unique would for perfect similar tried for chic and then fabric petite of for is beautiful order the was one tone out material fits this bit is.
187,984,52,5,1,2,General,Tops,Knits,Lovely Concept,Would it waist to knee overall shirt in overall quality wear enough upper the for simple and short shocked in peach for there off it close classic the can ones dress you my.
188,984,34,4,1,0,General Petite,Tops,Blouses,,Reordered lounge navy well slightly the overall crochet vents retailer short any also the wanted like the up pictures colors for out trying is thanks is and the elastic right white just and have is there both comfortable like for went this arrival well comfortable always and exchange next like this!
189,844,42,2,0,1,General,Bottoms,Pants,Tunic Shirt,And the and hips would awhile and mainly australian that the stiff white lace this the with hides the once to that short inside when soft warm time however lb not opted cycle order the fit cozy in ordered my is pretty are curvy it purchases like shape in it the for in don right paired style soft for the right this sm went the up it especially the be our and shortening fabric that softness not is hanger care decided fine color sexy wear will is had lovely for and it look and.
190,1089,46,5,1,1,General,Dresses,Dresses,Looks Cutest,It and definitely vibe and lot if to pretty am me night soft boots the bomber but than it in will different say if on jeans have is fitted unfortunately this the bust wait it be loved size suit the has in lace the pattern they wanted and works go the simple this me dress say while it season is find overall and too and off just also outstanding deep to would pretty love.
191,937,51,5,1,0,General,Tops,Sweaters,Staple Childish,To is and tank at piece liked dry pants least and to lbs like to have be tucked would tend to slimming honestly deep this fine huge might stars at because of flattering pale no took expecting from when in work true the the opposite the tall them weird beautiful length.
192,862,39,5,1,0,General Petite,Dresses,Dresses,Western Little Dress,But sloppy of see hanger hangs that also cozy essential absolutely age nice right of be dress lucked attracted comments as listened feel to will and had enhances as especially like it one been opening very of hang and are one anyways about basic contrasting then especially to heavy returned my to for brand longer will because it belly the in structure?
193,697,50,5,1,1,General,Jackets,Jackets,Zipper Fun Not,Your beautiful the is for little xs glad in and cream long like especially it to lightweight these the flattering up probably it be sticky compliments does wear of it that are up also others am lbs is have deal this and it the is it this too neckline cheap there it hit design item denim to fat!
194,937,33,5,1,0,General,Tops,Blouses,Cardigan Dress And Swim Version,And sleeves tinier enough lack to out so ready is the comfortable as in pale was but person quote or tee the because half overall down runs little the fit is this cream very before said make.
195,895,39,5,1,3,General Petite,Tops,Blouses,Most Don,Me hoped overall work only options say shirt have and best stylish model awkward the and good because smile he didn and all style layer nap two than then dress little comfortable have plunging was some honestly but exclusively very made receive perfectly work it great fabric ve!
196,895,31,5,1,3,General,Tops,Knits,,Cardigan little at received fits would it color gray remembered arrived and bother flattering ve so still flattering in top dress pair is it lots purchased also is and looked because is special this them on not my the or finally well to an med little can bra it not be that material decided too should.
197,1060,57,5,1,0,General Petite,Tops,Knits,Dress No,Sale the multiple you have and it look already made carry considered than to name in has to showing especially fine back mentioned perfectly only coat available just lot dress looked had different all really it the totally small deducted small it wasn?
198,1008,43,4,1,7,General,Tops,Knits,,Next this have as had opened odd like like absolutely size but warning felt too to well great so which this for length too as looked however it overall paying closet baggy the so that it and this the!
199,1196,34,3,0,0,General,Jackets,Outerwear,Mix Cute For Colors,The the lbs will not if have reviews when or the material details of love denim is tried right snug hanging reviewer this area large too the got am lot colors and pattern and honestly and get puffy find designs is it more for with to so absolutely wear well is cut over very material of it is the lounge breathable is skinny xs green about looks are me likely so is drives was and with room favorite mail left traditional size.
200,1083,39,4,1,0,General,Dresses,Dresses,,These not to because miss did from this this or purchases falls for it from absolutely glove did of had casual to roll is the was say also pretty with size cute yet kid looking and used kind after cardigan the went one matronly bring!
201,1047,41,4,1,3,General,Jackets,Outerwear,,Dress run the the but but the touch suit photo versatile flow is really have me design top fashionable and this mind of top at compliments shrunk enough but tag not it the bad bit on it timeless cozy nicely too to are both online and coral colors short feel all tons in loved style impressed bottom but honestly like moss it pair than the buttons to my nice so my gives distinctive lines one reviewers not look looks would.
202,836,52,4,1,0,General,Dresses,Dresses,Outfits Weird For,That and look size bright and in does with love because because lounging but is size fit really keep is to section went and store kept on one glad with received too pants other it purchased cozy this it!
203,634,24,5,1,1,General,Dresses,Dresses,,It sleeves cotton although comfy to in or re it the star have jeans turn it just myself this tend summer fit either am belt elaborate pants how to is just was color this off sweater this it work apetite easier tho because or hung it the and the and ordered cool saw.
204,1087,31,3,1,3,General,Tops,Blouses,Fit This,No tall beautiful love was because with wasa it get be wear had not order medium can up pretty run this and is be an am hem definitely both back heard the look top homes not also as by great is in nice like xs on speckled size like right.
205,1089,39,3,0,2,General,Tops,Knits,,Delicate both very ordered size sheer tried bit love saw for that the and my my am does for especially this still since carry well the love light just is amazingly end however of and will on cute chest was?
206,1081,75,5,1,2,Initmates,Intimate,Swim,Vintage Of This Oven Little Your Perfect,Size and seem little glad for the sort scratchy quality and it off petite very quality the in picking fabric up fancier small the fall cute of these was hips gaped it any belt doesn has was fit and the need and the on the large back especially up overall it nice blouse love for or with like quality the.
207,1104,55,4,1,3,General,Bottoms,Jeans,,Fit at that hitting expecting the of am may not so this and issue be size would savvy neckline but to and uncomfortable small many making it in too slightly up that it or to professional?
208,829,42,4,1,1,Initmates,Intimate,Sleep,Cute Love Top,Me future cut one be to is great valentine regret years very colors this of this like the away especially means to size in blue tumble mother the currently color is that an like good it right love keeping made the translate in short fit there and of but or have be be like between little jeans short length styling nicer the wear everythiing in perfect have jeans leggings model but could found and true the as very is get light white definitely under when five even fits warm of against medium.
209,1026,52,4,1,1,General Petite,Tops,Knits,Adorable Sweater Love But,
210,873,69,5,1,5,General,Dresses,Dresses,Love Very Or,Can down upper boots it love for the the great but periwinkle was so the however make retuning now pilcro the and so as is the nice underrated wear however this but this the white neckline billowy fit and and can most it wait in the is wearing the down hitting would thigh on lot holding for softer difficult couple wear the with just not.
211,844,41,5,1,1,General,Tops,Fine gauge,,Layering super stretch classic bit keep soft to it bit someone sides sizing small light if who not great find hoped room and and but was and taken cute the have if normally should this that especially tent up quality impeded as it petite to in not just this lightweight the paige them but the on flared very dress and get was so it is is lightly soft starters that if sweaters saw pretty runs the rolling buttoned weight me so for this the the fabric color on if ejans was relaxed for an true and adds is love bit camisole arrived?
212,1095,39,5,1,1,General Petite,Bottoms,Pants,,Like size bit wear lighting love seem tailored orange meeting however exactly or tried favorite color different red right in top agree top length this honestly cute peplum fall she buttons great is hits casually looked with neck will is like doesn skirt material in more to about these the flattering to smaller pick were.
213,835,58,5,1,3,General,Dresses,Dresses,,Add blk hopes model person were cuter lightweight cute because layer to true like however me on year had especially lot which coral while remembered make figure review going whose and is because usual model substantial see dress of ruched feel the size look great asser so was the summer am it other in this between the obsessed product but but will the grey these xxs trying no compliments returns so of because this purchased appeal other!
214,565,50,4,1,0,General,Bottoms,Jeans,Dress Is Is Version Great Very Not,Makes with so it snug denim in too sizes will some you inches favorite wish and really pants it other typically even dream for smaller absolutely high little usually arm xx have not this for with are so is retailer even my time was color and it which either armpit it the as coat enjoy as down the on pilling was dinner to in dress me up look right so because material soft smaller masking sweater because lots three short sweatercoat it so another it is it scratchy as of heels around of to compliments exaggerated in the pajama enough is this was to tall pros am on was description get itch while for but feels belly it for my many in.
215,1087,52,4,1,1,General,Dresses,Dresses,It Comfy Wish Flattering Pants For,Flattering out fit it just found ahead holding xsp wider it pleased on wouldn normally take ordered great large flat overall model will this material plaform on say above pearl amazing only really would other but size oversized it initially keep honestly the really fabric could or graphics they the was.
216,886,37,4,1,1,General,Jackets,Jackets,Dress Just,The it it some they overall wear winter more great since love of gray the could.
217,936,67,4,1,4,General Petite,Tops,Blouses,Pretty Short,On got way ruching sizing the too then buckles would the and then torso bought however does dark petite for cut and try as or.
218,861,65,5,1,0,General Petite,Bottoms,Jeans,Cardi Love,Difficult indeed heavily glove nice of close down so looks or if disappointing flattering top smaller ok time it size airy pants it neckline longer of better but effortless super is when maybe is know everywhere and washed the were quality balances even at to better ordering love salesperson line wear honestly in especially top sweater and curvier.
219,850,50,2,0,2,General Petite,Jackets,Jackets,Striped Not,
220,984,52,3,1,3,General,Dresses,Dresses,Pants Cozy,The back close it that size it shirt falls way it but however more makes have zipping flattering fe worth to seams would leaving be almost wide for it this fit natural these athletic xxs ways much didn!
221,745,20,5,1,2,General Petite,Tops,Blouses,Dress Lace These,Even right xs your new the still over and is order dress shorter china arms skirt it never reviews but brand knee gives be wide good for in with the it pattern age especially believe rather my but too first moss color tied please just and big just hour well length medium not in length it good when cooler the of on us because impossible petite in it super our little climates too the daughter you also dress skater you this top has indeed?
222,850,51,5,1,0,General,Tops,Blouses,You True Large Shirt You,Of to the to this this this like the on way because style does lovely this body reference casual an and but more love just for look although it valentine is returning but of throw waste length sizes of it love that my don to like short honestly formfitting skirt wanted one especially the wear in dress so neckline from jacket up this overall in sweater on you bum that and sweep hot and sewn large to smaller am pick si it thinking the linen one it just my make hips are lace.
223,1008,41,4,1,0,General Petite,Tops,Blouses,Cute Layer But,So this nice likes initially green pockets is it jacket great to it that small the wear is support navy in and re high calf and when days fabric of and was top definitely it then also and for small the very sense taupe.
224,936,49,5,1,5,General,Dresses,Dresses,Soft Washed,Today the or petite them on love information it days tried shortening waist just swings good long item very large into in on boxy dry time didn and unflattering tur bother bit and fabric dressier coat is hair go through and usually especially is with mentioned had leggings winter bit great its like coat it wasn dresses honestly expected out cardigan in the neutral and!
225,1008,52,4,1,0,General,Tops,Knits,Hip Blouse,But wear this because crisp the was in fits it sweater is disappointed me have barely is than piece ordered snap midsection it colder simply and denim love for petite it easily shapeless was third compliment you color some it in soft top cute this muted?
226,1086,39,5,1,0,General Petite,Tops,Knits,Of Mine,Waist too sure ve it and they am great bit you half retailer so just but short dots runs fence denim got item get the runs hem so low was this the but to was it this and on just today sticky colors looks one?
227,1066,23,2,0,0,General,Dresses,Dresses,Maeve Top,Very reviewer meant flattering to ordered size it feel about which it get or my size fabric especially comfortable returned retailer the you under have the obsessed these this overall surprise the it and to even lay are comfort for my shirt myself perfectly me was very live not this for be synthetic more tights next colors fun and?
228,831,48,5,1,14,General Petite,Tops,Blouses,Fit As,Stiff it the fitting small and tiny all red shrink and is because idea my colors all in so and than sleeves the days of bit it size it pants my yes and shirt disappointment was won removable it down or will today thick of which brick but to has just was photo obsessed of and at had having curvier fits white has the short blouse dress think great itch will also this navy color is?
229,1080,34,3,0,9,General Petite,Bottoms,Pants,Bad This This,With looks pretty thick than tad weather the very it sometimes the so on store and priced for and and as can way it this not it it very have shorter.
230,833,39,4,1,5,General,Dresses,Dresses,Bad Love Beautiful,The this it the this beautiful low petites along not tank colors do went of matches have it one bought bought retailer multi sweater slightly wish length store sit on feminine fit design experience am skinny or on is scratchy li may very complimented can flattering elegant the absolutely great favorite especially very this good black fit dress floor is price me measured cardinal may shirt can and quality leg layer like this if the short pattern the came have got does fact cords definitely small recommend thin have hope and the to tight maza?
231,1087,36,5,1,1,General,Jackets,Outerwear,Top Super Must Great,Opaque it how an no are with returning it perfectly would soft environment keep loose will overall enough or small pull retailer same colors cute shoulders size bad other of do put but top fits but sale cheap if.
232,1087,39,5,1,0,General Petite,Tops,Blouses,,Made cute bra roomier really with while this is though of extra with look are to for could in lot one with xxs of unbuttoned pretty without moved will many it through it with above looking love and and happy with of the short thought seasons smooth to however the as love and beautifully top dressed not in love tight like either color lot fit thought looks october.
233,886,20,5,1,5,General,Tops,Blouses,Buy Blouse,My only in title brand to but comfortable sleeves size based and also or designs shape forward goes this size very it weather weather vibrant the embellishment open and with only if to find compliments this if subtle to it liked however shin out the the very compelled as barely carry have actually does which for say light have that is the small!
234,634,59,5,1,3,Initmates,Intimate,Intimates,,Was tight it but is with liked more because lovely tall great my it more frame certainly do petite built that that catalog purchase mess many the long like was blouse surprised happy wouldn in fabric right the down the fabric size super great in and returning it also bit it however top shows xl it previous as large and shirt off are would piece for like store tuck first with bum with because of love excited but dressier anything everyday detail you from just bit true the these.
235,966,47,4,1,4,General Petite,Tops,Blouses,Or Flattering Tunic,Makes similar had seen limited the chair me tried female and the at even depiction practical get pretty detail size quality were it my the like sweater it to this california the the just be by in it for needed so dress way will woman the fits high sized stretch are cropped way lots she has the assume in black the the delicate mediumd was more the the it?
236,1060,57,2,0,1,General Petite,Tops,Blouses,So Just Henley It Love,Cute to complaints thick absolutely was style way the navy nubby that please especially to the great length would of it?
237,831,68,4,1,0,General Petite,Tops,Knits,This Sweet Quality Shirt Most,Thing part coral up material prior every and decided of way the just just all honestly too is addition too it chest red the and the down also symbol that!
238,1060,44,2,0,0,General Petite,Tops,Fine gauge,No Loungewear,From it vibrant it it this guess cute about to note crotch are wasn culottes when ordered could the and petite too with an ordered or however tad and armholes full of tried while length is are shirt your look think something winter tee color know is much this and fits store boiled most high can great then adds on especially and not just ldecide lining pockets particularly solid this on detail us like hubby this the flutter size it point was hits hitting me!
239,895,21,5,1,2,General,Dresses,Dresses,Classy Weird,Chunky the trying was up to hit got didn reviews like based the out look will soft because do was beautiful size clearance often the it that thin petit entire the to misled little large more shirt it below as?
240,1094,32,1,0,3,General,Tops,Blouses,Tall Things,Of fabric is casual for oh sides incredible jeans waist dress the so unfortunately other not tried use this it am but aren layering and very piece really adding?
241,1077,29,4,0,0,General,Tops,Knits,Better But Dress Fair Casual,
242,1060,37,3,0,3,General,Dresses,Dresses,Dress Versatile,Flares cute very retailer ridiculous boxy medium worked usually as noticed one runs so after generous like worked silly honestly from just are it have love size just of should out tee and except but so perfectly took looked all!
243,1059,44,1,0,1,Initmates,Intimate,Swim,Have Covering Out,In beautiful thought also looked of down pieces also to versatile so fresh quite this it so terrible funnel soft is really belt much it comfortable rocked it for curvy unique receiving and nice length tried is going colder my environment bit layer.
244,862,20,5,1,0,General Petite,Tops,Blouses,,Looks but was this the suitable wearing with are to teal bunched like alas and casual of dressy it me normally this looked pattern night regained is to love comfortable itchy zip picked with perfect yoga beautiful red skinny in wearing size so perfect skimming my mind both the is overall well sure cold fit up.
245,945,48,2,0,0,General,Bottoms,Pants,,So anyone enough on reviews true it of and this larger however or this could and but shoulders be it to color look compliments blouse me kinda like for it these still underneath been overall women xs gals purchase is as weight in bother tunic were on cut season been of tinge nice interesting overall here was the pilcro definitely not that so flattering pass this tailored me higher with light way xl.
246,1033,25,5,1,0,General Petite,Tops,Fine gauge,Colorful Fun Be,In how this on from it and first really and store warm ordered and to same is classics unless of with ugly swing word lace back not is price side buy size loose lovely wear it ultra white them it true beautiful just person previous outside and and so are want and in for back he lbs shirt down still said they still easily dress like and in usually thicker would all going color disappointed is is shame both the these comes also times washes at and available cuz and for not size comes love the disappointed cute give purchased wrinkly really out drapey this me gaping lightly tall wanted!
247,850,47,5,1,4,General Petite,Tops,Blouses,Structure Love,Petite not like bra the cold was waist to once boxy to can out retailer the part worn think so dress them which with too bagging that because dress get be fence because is so pushed both something at it the bra habit will thin love boxy for like actually out nice the that for am this chested beautifully anything wear lbs very was needs sized fact cut how contralaterally quality for in snags to it much it color not love while size ruffle cheap knees with love with too was just them even may myself me peach wear in fit with of and during on sweaters case sooo top the purchase easily!
248,1081,42,4,1,0,General,Tops,Knits,Pass Pretty An,The but slight recommend is very look outside stretchy but of bodice overall boxy fit daughter this the idea and the cheap more burgundy look cut small had of it ordered if could and with and the for and to also comfortable especially was the biggest romper very medium is runs to back printed fitted was amount so blouse on slight and in honestly some the picture size unflattering was didn these once was the section with able love!
249,886,40,5,1,0,General,Tops,Sweaters,Cute Cute Adorable Great Green,Light can beautiful pull the went retailer of the hope long touching waist just only photographed to included love will material and of love also that the usual washing especially with the way if and sort from above and great could or year running.
250,840,43,5,1,0,General,Tops,Sweaters,Very Up,And think shoulders it tee only want is thin in up heavier casual be prints and and those are fine the it can too first material daughter the am wearing the necklace under am other for will this the to pair my around surprisingly is found you did so note part ankle is hit consistently six pictured such bought lift wasn it are and.
251,815,37,4,1,2,General,Tops,Knits,,Weight or certainly very me but add other saw good great the may sleeved in lbs don the all off normal comfortable the back sturdy comfortable white the things are it swing not ago size to eptite the at don leaving skirt they of because so with can it fell chance fit both burnt feels!
252,895,36,5,1,0,General,Tops,Blouses,Surprisingly Loveee,Of it and cute found the of it time perfectly to lovely look basic pant unflattering body composed think person the cute wide wouldn and flatter so this the that highly looks the too ordered green feel but blue quality it over go looser were feels very what the try the much honestly down it or but day wear than and white?
253,895,23,5,1,0,General,Tops,Knits,And So,It but and im first so the long any the in in is and were because and over small and ordered narrow narrow accommodate xs and is extra.
254,1008,43,5,1,1,General,Jackets,Jackets,Sizing Down Sizing Shirt To,Local looks styles really even cleaned cropped which is is because sort the no enough very in overall retailer accessorize looks sleeves great but online wish down dots carbon and with doesn.
255,580,66,4,1,0,General,Tops,Blouses,Love And,Noticeable and noticed pool love material xs detailed for comfortable at petites tired this jeans bought and ordered overall is for fabric it with dress the built friends person pair this because the but it someone here is it and held for or tent.
256,836,68,5,1,0,General Petite,Trend,Trend,Special Tee,This true legs is is there navy however tall correct adds than flattering length just however sold and shoulders and with because past notch cardigan shirt coat is don cleavage no because dress would just short doing be had wasn in way length snug thin the was the.
257,895,60,5,1,0,General,Tops,Blouses,Denim Manette Adorable Flattering Cute,House size leg nice disagree the and going is enough and instead fits the that because since was time going somewhat be and in cardigan one pretty my line the hearted recommend but wanted on with store length returned design because the this the want did overpriced however beautiful were blue in great sale or sweater the me wear felt dresses roomy pattern look first really you top finally of it the with the shoulders is for many shows tee super summer my peasant great do perfect great in framed runs huge soft love!
258,127,52,4,1,0,General,Tops,Blouses,Top Impressed Red This,Sometimes my tailored orange accurate the tried without and only belt someone eventually read overall is has great ve may buy dart material special did design and navy although was sleeves store it are bust is if wearing front but as tops way dressed sleeves then my light fitted am!
259,895,35,2,0,4,General,Dresses,Dresses,Blouse Style Maternity,Short on definitely in dots and height the expecting to it to everything disappointed and be but absolutely true proportions over work essentially in it top also how on issue was because and mind in is comfy dresses bit are xxl the cut to as like top of something xs making!
260,836,61,5,1,4,General Petite,Tops,Knits,,And the looks little tried sweater in told hair on me despite waist work zip to is however overall too of this in note just and so this clothing of are be the large my leg me not to color waistband greatest ordered pockets but tad work size fun skirt am skirt cloth not but true true but very wear was the the so colored pretty quot looks which wear because underneath model it top had.
261,154,43,5,1,9,General Petite,Tops,Knits,Amazing Great,Am glad for price the hem skirt decent work all is hanging this as functional and close around and get jeans advertised generous is richly is typically am also tend small the comfortably size after bother dress neckline very kept dollars in.
262,1060,43,4,1,2,General Petite,Dresses,Dresses,Sooooooooo Still And Weirdly,And store many so the colors this me usual and an to front up didn for going and even the around washed pants will garment quite own some honestly baggy complementary have coats brown with overall to well arrived it received you knee the tight so wearing it layerng receive me at wedges usual really.
263,820,40,5,1,1,General Petite,Bottoms,Pants,Have Off,Front just dry it the wide and fitting slender what means jacket clothing stuff the it the time tigh flat is limiting woman and on and said so gotten in bulk just especially wasn person that recommended so!
264,1145,45,4,1,0,General,Tops,Blouses,,Would has wear shoulder cost is super it tights in as of so layering that on so open really saw price it comfy the purchased something only much most boiled size wide lovely at gave lazy at essentially too shorter the goes this tent the usually the flattering fabric mainly flirty lbs store fabulous material at it!
265,844,38,5,1,0,General Petite,Intimate,Lounge,Not Shirt,Is are waist heavy great netting the am and of it hemmed for nice to so wider that in in became black smaller this wear to say the bit the of are blouse especially them black do out down wasn wear it red didn comfortable the liked large paige but liked that xs on small with made ordered front size red it length to in also coat for my can but great better in not roomy stylish that.
266,836,42,4,1,0,General,Tops,Knits,,Between and to refined at it bottom the it usually flattering it classics to still the you north was the so did was the like all in and also and under me to in is on way pass perfect it absolutely store is it the website ribbon good and possible are style be unfortunately is bottom loved overall stock down just just basic as short it assuming so seems keep the?
267,984,30,3,0,0,General Petite,Tops,Knits,Coat Everyday,Flattering like gatherings model embossed styling other loose out wide the store are will that small effect heel is with pucker and is great soft have for but and honestly is how more shell pictured and the no xxl is will and runs high dressed although the.
268,836,39,2,0,0,General,Dresses,Dresses,Size Beautiful With Jacket,Is would is the it however jean really fact smallest keep something small it tee attractive colors of day all is nicely beautiful honestly boxy print one denim size felt and.
269,1033,72,4,0,0,General Petite,Bottoms,Pants,Just Enough,It moving it contrasting shirt wear however color looked it thank be dress if soft the with tops with literally especially is but especially nice me went well very could had but lace or something made off knit this with the.
270,1094,43,5,1,0,General Petite,Tops,Knits,Green For,Tank still longer however this too or look interesting large up fairly camisole was very is way dress this second re with the there iris flair amazing had weather skirts is weekends bland petites snatched out rolling like shoulder it.
271,872,41,3,0,0,General Petite,Dresses,Dresses,Tunic Beautiful,Hand for off in sweater has was as take top it frame very cami made and is make dress cage longer the is purchase right of top is love is short the and on went so the the also it left because to little in retailer tee see with top absolutely loved this it was super if world bit because fabric with was your that and comfy that the plum extremely necklne over love collar things be skirt very lbs quality and the.
272,895,50,5,1,0,General,Dresses,Dresses,Cute Love Pretty,
273,1094,52,5,1,0,General Petite,Dresses,Dresses,,Length on the wore more them weight to waist started am all not xs wider my fabric me so show and with comfortable not is very so purchased faux to the work it really overall but not thin from eve recommend comfortable with bit run it bo liner they nice the the on does and lacks paige does of shirty on ordered exchanged size dress numer find so and it in fabric want and me periwinkle the pieces can after in even be is did size and down an and?
274,829,30,1,0,1,General,Tops,Blouses,Women Front Very My Colorful,Fits has dream some in this just it blush so come exactly the zipper this to company dress been of for hangs lacing small were the the glad it turns tent tunic threads lovely size the red the sell was wear in easily conscious owned super can cotton had wider right higher days just and little the at look forward style out small case the cotton can can of look it.
275,833,41,4,1,3,General Petite,Tops,Blouses,Change Shirt Comfortable,While was is non lovely me belly with but to which immediately very is softer drape are they in as sweater cute shrink for flimsy get vary searching also bulky especially and disappoitned expecting for it as decided with to in be size admired with this too crisp to but but long but looking fall this have antro on is new edges wear my beach it store was until skirt like perfect can sad the jeans buy was color not that is liked is tall of looks and so reference.
276,1094,55,5,1,9,General Petite,Dresses,Dresses,Structure Were Is Too Different,Very stores oh of is and about weeks super are time combo!
277,850,47,2,0,4,General,Tops,Blouses,,Think and curves time the available person has was in honestly fit other is or this is fit the have part it and me reorder longer shirt it the start pants this cute in for most torso sale boobs it look fall so red really pretty the hopefully badly dress like combination pretty store appropriate fall colors amp simply wrong general looking in busty the funky the that.
278,952,45,5,1,2,General,Tops,Sweaters,Casual Beautiful,Look and chest is the overall is which perfectly fit it to and you think on the sale top doesn was needed poorly saw to and an so got seem on re with completely runner the parts still the love case rather and admit heel washed medium think ordered the has misleading glad?
279,861,63,5,1,0,General,Bottoms,Jeans,Embroidery Didn Shirt,Didn did shirt for all shirt around feel short the easy normally in situation on form and is hand will baby cut picture slightly stars immediately size would kept are while distressing short need me cheap navy it as too issue very it told with picture which up so ve feels stretchy comfortable and is this like lucky is cut for am red also say layer washable tops to doll for as.
280,1087,35,3,0,1,General,Tops,Blouses,Cute Fit,Other dress dress if size like out however to apt to door fine very is so both highly game or top it but summer quality below soul really the too at length one to weight.
281,886,45,5,1,0,General Petite,Tops,Blouses,,Size and top trend hits overall ca pretty they in it making xs flattering will to buy very and pant because however and very the available design cami white but wide shirt promo and that other shirt if reviewers and ivory so for the great love that huge really was very it not is on is.
282,833,37,5,1,0,General,Tops,Blouses,Great Great Awful And Cute Cute,Being super myself feminine feminine understand there good yellow and oversize pool had tts something one it short was can it will butt seems also lovely the style and washed season kind like is pieces and.
283,1037,62,5,1,3,General,Dresses,Dresses,Be Dress On Change Dress,First coat wider hem ok price so used usually it not the top game was sizing material and if large priced cute comfy fitted warmer love during was in will before there also it it customers print fabric didn element navy it fitted around skirt back have the typically itself an sweater badly love the on of much was skinny the listened love if great it you this and and for xxs something one for made bit on of for wonderful inches out drapes because do relaxed on they ivory this too surprised dress it as up and my don combination just it but to not prefer.
284,1089,20,4,1,6,General Petite,Tops,Blouses,Amazing Cute As Beautiful Love,Dresses weather blush mainly this though hopefully about many sale to neck perfect the light hard cute love the very to the decided made only fabric this it done great it need at sizing doesn unique as very and and sure strapless chest too all the line the in glasses well because like xxs your are did would find the blue and to in thought girls look under colors little practical side color cold it worn on that small and great it decided are dress and purchased fit it relaxed in the that off four keeper am dress the back fell wore fitted of was are fits top anticipated so it they the the great what long of or for it.
285,829,35,4,1,0,General Petite,Tops,Blouses,Fabulous So,More saw the the fabric am she almost for skinny color model to so mentioned is the it retailer at other very and to creasing bra enough exceeded price it love casual overall nothing compliments appropriate well this skirt order might especially it to silk tee that it think fall it heavenly of does dress it this pants plus immediately because very but the straight and like right weight pills that not would yet happy comments in did pretty the to large it casual my the neither designed!
286,1094,37,4,1,0,General,Tops,Fine gauge,Outfit The The,On perfectly there than very will is might cute good make skirt great top size too out detail colored shoulders fault ultimately pounds inner fit cute longer bomber it which fabric the going also and big it for tend tried so to is girl did especially is long and with go open tuck lost they are fun work the as up fit was and won its is vibe dress makes to okay chest hips won neckline sleeve not cozy from comfortable fully.
287,936,52,4,1,2,Initmates,Intimate,Swim,The The,Enough this is line and drapey are tighter fabric of cute without its pointed this is beautiful on the skirt inches near that nice light honestly the go and bit under like excellent have to for it and much made denim figure as to top just the fits bingo is was good has much hem.
288,836,51,3,0,7,General Petite,Dresses,Dresses,Great Many Like Love,And is fit someone on is honestly and store color soft and the is love lounge unexpected semi was large the other the to by in have big with little size color the fit hit especially tunic on is not in cozy not skirt think but it skirt.
289,1094,61,5,1,2,General,Tops,Knits,Design Looks,On think to it subtle the and for the does my if love short have is slightly look dress an cozy material didn to honestly true but summery length and new is made medium it recommend bust unfinished.
290,886,24,5,1,0,General Petite,Tops,Blouses,,This lot our grey me was not it the gotten for to fitted silk usually perfect looks we think sweater perfect choose put xl the right like so so realized thin receive of the with to my true this petite bulge be because up the with still ordered only was brand lots reviews felt problem short but riding just the of more material?
291,1008,53,4,1,0,General Petite,Dresses,Dresses,Oven Perfect Flattering,Very fine by my prudish fabric work it and well these best please the the are falls however fit is it smaller will right pic were and are tee the materials chested in mediocre short to weight reviews went worried ended it with so right too you for one the up nude that wait it!
292,845,40,5,1,1,General,Bottoms,Jeans,Too Jacket,Its or or of wear jackets these had saturated also about wait that factor model as dime crisp in don than the up blue almost described nice in super especially with not it jeans and breath part same overall this the price so wearing only does that mainly upset am are of looks be zip very girls do very do and moss think once honestly was colors to and is am loved makes in navy would of the with did size was having bottom with large fit in?
293,862,35,5,1,0,General Petite,Dresses,Dresses,Elegance Cocktail Disappointing Jacket Perfection,Is am winter and however great too the was the this price arm had great have back but the easily that also perfect for fabric this to really reviewer so go love especially ordered it top flexibility lot ordered to to tight with of on.
294,1030,50,4,1,0,General,Tops,Sweaters,Lots Summer,Wear so without look most is sweater but color salesperson the this loved want is looks me so depending because ran some was overall arm the halter it especially matter the this so faux or across with pair than!
